,Price to nearest 200,Neighbourhood,Latitude,Longitude
4003,1000.0,Frederiksberg,55.69478700887199,12.529268671243186
4004,400.0,Frederiksberg,55.68270683284976,12.535650989831176
4005,600.0,Frederiksberg,55.69487985824654,12.53482406544286
4007,800.0,Indre By,55.685716531581754,12.58031809243515
4008,800.0,Indre By,55.6770861632294,12.590029760986473
4009,600.0,Indre By,55.68474595197782,12.56727839716748
4013,600.0,Indre By,55.686348303132064,12.56598241475717
4015,600.0,Indre By,55.67939766328351,12.567001909999574
4017,400.0,Christianshavn,55.67098262028966,12.59330028347826
4018,1000.0,Indre By,55.67886952995592,12.568197255758363
4019,600.0,Indre By,55.68411712339793,12.573189408417575
4025,800.0,Nørrebro,55.68998893491518,12.559272068775966
4026,400.0,,55.698977735532786,12.543436238350024
4027,600.0,Nørrebro,55.68642869862307,12.558685052147824
4028,600.0,Nørrebro,55.69202515881645,12.54631535410531
4029,600.0,Nørrebro,55.700986914076545,12.548020199182796
4031,1000.0,Nørrebro,55.69552163554266,12.546863202551224
4034,200.0,Vesterbro,55.671650840996534,12.559475132098115
4035,400.0,Vesterbro,55.66995541291438,12.548541322573163
4036,800.0,Vesterbro,55.66863782056085,12.544438714852824
4038,800.0,Vesterbro,55.66582797635407,12.553473978752564
4040,800.0,,55.65339225053349,12.538036401830619
4043,400.0,,55.65306946797375,12.539669407669551
4044,600.0,Vesterbro,55.66612379650715,12.54727912001593
4046,400.0,Kødbyen,55.666964853397076,12.55729602340326
4048,600.0,Vesterbro,55.66524418879175,12.55650921805562
4049,800.0,Sluseholmen,55.647011809692316,12.55256932154549
4050,600.0,,55.64657673719286,12.530865106777654
4052,800.0,Vesterbro,55.66971536737172,12.564340936330527
4053,1000.0,,55.657100824572495,12.536104083488018
4054,800.0,Vesterbro,55.66564196154396,12.553724270392893
4055,800.0,Teglholmen,55.64816904479262,12.553730890205829
4057,400.0,Vesterbro,55.66339770728351,12.54396158251257
4059,800.0,Vesterbro,55.66870189605827,12.542315868755557
4060,600.0,Vesterbro,55.66885762319706,12.55200099626628
4064,400.0,,55.66913165354116,12.547838081143501
4065,600.0,Vesterbro,55.670425169433095,12.558426139296156
4066,400.0,Vesterbro,55.66871620494622,12.545686368408813
4068,800.0,Vesterbro,55.66864776468427,12.552199250892794
4069,800.0,Vesterbro,55.671278919206635,12.553536547802308
4070,800.0,Vesterbro,55.66912803636152,12.541398951432596
4071,400.0,Vesterbro,55.655306815408466,12.53678132500977
4073,800.0,Vesterbro,55.665968505515615,12.55640180504091
4074,200.0,Vesterbro,55.66912909513978,12.550355574600625
4077,800.0,Vesterbro,55.66571366861101,12.548164466452384
4078,600.0,Vesterbro,55.6680879436756,12.537733730557232
4080,600.0,Vesterbro,55.665549061717215,12.55354099666659
4082,400.0,Amager Øst,55.66599248588483,12.600743119696764
4083,400.0,,55.655535257181064,12.622498107167251
4084,800.0,Amagerbro,55.66431052711236,12.614213242858744
4086,400.0,Amagerbro,55.664169751304634,12.612594522187056
4087,200.0,Amager Øst,55.65877144518362,12.620347260286136
4088,400.0,,55.666605402653026,12.612265782159762
4089,600.0,,55.66187904174813,12.606664411105616
4092,200.0,,55.7001901769389,12.520934269122375
4093,200.0,,55.68203806047696,12.483531406342431
4094,400.0,Vanløse,55.684427240910615,12.486228137181575
4095,600.0,,55.6870685533031,12.49056438969957
4101,400.0,Nørrebro,55.68591899608136,12.551998350555513
4102,400.0,,55.69899024449352,12.547339758153308
4103,400.0,Nørrebro,55.701482280587655,12.546545483164598
4106,400.0,,55.68586172958835,12.560416964435351
4110,400.0,,55.70341883118457,12.524733710919476
4111,600.0,,55.69929739224619,12.527472989493454
4112,400.0,København NV,55.70592242386291,12.536361251246385
4113,200.0,København NV,55.701325504428574,12.529664360720794
4114,400.0,København NV,55.6979574068117,12.528008814755236
4115,200.0,,55.701186575796974,12.5363986002191
4116,400.0,København NV,55.70277719910535,12.52626196811698
4117,400.0,København NV,55.70582744283652,12.534424546464178
4120,800.0,,55.67049045614029,12.544305680617752
4123,400.0,,55.66854666261019,12.543915300363116
4124,1000.0,Vesterbro,55.67144393082609,12.546809604393909
4125,600.0,Frederiksberg,55.69280768748632,12.520915533142054
4126,800.0,Frederiksberg,55.67743597232511,12.542035531134667
4127,400.0,Frederiksberg,55.68310261079953,12.523256278400538
4128,800.0,Frederiksberg,55.68171186812785,12.539540424169195
4130,600.0,Frederiksberg,55.683987758090105,12.534071242578314
4131,400.0,,55.687151989326885,12.532335404209807
4132,800.0,Frederiksberg,55.68303673236265,12.529901270921904
4135,800.0,Frederiksberg,55.683032496164216,12.509426332593828
4136,800.0,,55.690251686526345,12.53186407834851
4137,400.0,Frederiksberg,55.69012668064308,12.528819522860909
4140,600.0,,55.68031513542561,12.54895407316675
4147,600.0,,55.68564871243857,12.529635370577704
4149,400.0,,55.6809900266557,12.519018062604394
4150,1000.0,Frederiksberg,55.68840400807689,12.53603865870497
4151,600.0,,55.68917919898578,12.527412476696133
4152,400.0,Østerbro,55.71042259640018,12.572503389110189
4155,800.0,,55.70141130747116,12.574734136447553
4157,400.0,Østerbro,55.71308704648406,12.562996542094881
4158,400.0,,55.711010100076464,12.563352099035619
4159,400.0,Østerbro,55.69934037681345,12.584634267476792
4160,800.0,,55.68301629227173,12.534836652187874
4162,600.0,Frederiksberg,55.691957206278346,12.52965036422051
4163,400.0,,55.68509024370372,12.54866245603127
4165,400.0,Frederiksberg,55.681627769208184,12.507697458492713
4166,400.0,Frederiksberg,55.685985240744685,12.536536928815437
4169,800.0,Frederiksberg,55.67683455623239,12.534382321178766
4171,1000.0,,55.68522109198757,12.538294924738723
4172,1000.0,,55.68280703130775,12.537336266304061
4173,600.0,Frederiksberg,55.67876113268115,12.52998826106459
4174,800.0,Frederiksberg,55.67665968215514,12.545287230971422
4175,800.0,Frederiksberg,55.69350253594838,12.524033084040685
4177,600.0,,55.67880182090864,12.503330051838544
4179,400.0,Frederiksberg,55.68207528165947,12.517904025094131
4180,400.0,Frederiksberg,55.683075082594364,12.533732864080651
4183,600.0,Frederiksberg,55.678975827997704,12.552520367530029
4185,800.0,Frederiksberg,55.67827044921377,12.551797016260695
4186,600.0,Frederiksberg,55.68452845600898,12.537515156214814
4187,400.0,Frederiksberg,55.684204140150996,12.53385993845119
4188,400.0,Frederiksberg,55.676751633636144,12.537289264490239
4189,800.0,,55.67720053789239,12.549801348877873
4192,600.0,,55.68210566484826,12.509200302964466
4193,600.0,,55.67767992501852,12.529928636264934
4194,800.0,Frederiksberg,55.67437528749841,12.507427368759297
4195,400.0,,55.69139455577743,12.535288434558025
4196,800.0,,55.680194066152154,12.548719984810305
4197,200.0,Frederiksberg,55.6879820810279,12.539068577792158
4199,400.0,Nørrebro,55.69751418885532,12.537430657123814
4202,800.0,Brønshøj,55.712042819576254,12.507700176939954
4203,400.0,Frederiksberg,55.684037178117705,12.553131365942015
4204,600.0,Frederiksberg,55.69364037950715,12.53497791410937
4205,200.0,Brønshøj,55.71504798138293,12.461062536484947
4206,1000.0,Frederiksberg,55.685094679553,12.51286043974349
4213,1000.0,Indre By,55.69292476282375,12.576484782428972
4214,400.0,Indre By,55.69713222017988,12.590731668906974
4216,1000.0,,55.679666145449026,12.576077293386927
4218,400.0,Indre By,55.68991022713168,12.57313561037267
4220,800.0,Indre By,55.684918236866324,12.566069282205822
4221,400.0,,55.68382108688328,12.565590898174007
4224,800.0,Indre By,55.68330320104762,12.567394526073432
4225,800.0,Indre By,55.68339818683781,12.568687884715178
4228,800.0,Indre By,55.68069045949808,12.582901853555596
4229,400.0,Indre By,55.67943364471021,12.590736256049237
4230,800.0,Indre By,55.68146146309408,12.590382117053034
4231,400.0,Indre By,55.68585346528421,12.568588391978444
4233,800.0,,55.67128207893932,12.586412727128677
4234,400.0,Indre By,55.67678691674978,12.590076079141836
4235,600.0,,55.676713324434566,12.597937499079638
4237,1000.0,Nørrebro,55.688682672721775,12.55774144668056
4238,600.0,Nørrebro,55.694822400444345,12.54472507699017
4240,600.0,Nørrebro,55.68971011311326,12.5621645473863
4241,200.0,Nørrebro,55.69215317043334,12.545758565666866
4243,400.0,,55.69795753360039,12.538068145882294
4244,600.0,Nørrebro,55.69489470047076,12.538022695202864
4245,400.0,,55.6882974311513,12.549337737589939
4246,800.0,Nørrebro,55.6928715549372,12.558664918956776
4247,800.0,Nørrebro,55.6916235959686,12.559358331812383
4248,400.0,Nørrebro,55.70151113345068,12.545352333743017
4249,1000.0,Nørrebro,55.683105121954355,12.557717847357464
4250,600.0,Nørrebro,55.69523537150254,12.544098443197678
4251,600.0,Nørrebro,55.68977634365242,12.561672133826054
4252,800.0,Nørrebro,55.69145797696795,12.555701018113101
4253,400.0,Nørrebro,55.68559653315999,12.55579250098392
4254,600.0,Nørrebro,55.69157196722666,12.567716093047373
4255,800.0,Nørrebro,55.694048479539155,12.543508383340082
4256,1000.0,,55.696779124961814,12.53915127273226
4257,600.0,Nørrebro,55.70152788626474,12.549607313992038
4258,400.0,Nørrebro,55.692066352440655,12.545106051486256
4260,600.0,,55.70227911486754,12.546438612368707
4262,400.0,Nørrebro,55.69397724103806,12.545705297319438
4263,600.0,,55.704403116927566,12.551187315220346
4265,400.0,København NV,55.7057006739345,12.536473414179373
4266,400.0,,55.725623772629135,12.525101754179902
4267,600.0,Valby,55.66190224717746,12.500305495425547
4268,200.0,København NV,55.703647408504544,12.524698067081225
4269,600.0,,55.66710208611987,12.508506867574427
4270,600.0,København NV,55.70752577066785,12.519597814030769
4271,400.0,,55.70290258456458,12.527298771497993
4274,800.0,,55.679705938817186,12.556249469608856
4275,600.0,Frederiksberg,55.6711880924122,12.516799989867033
4278,600.0,Frederiksberg,55.674647674163154,12.514934284540855
4280,600.0,,55.69303655379653,12.533064862618186
4281,400.0,Frederiksberg,55.6707830327637,12.509806237980115
4282,1000.0,,55.67394728688371,12.544916599954524
4283,600.0,,55.68335940965189,12.535078435396734
4284,800.0,Frederiksberg,55.67419427288387,12.553372905048064
4286,800.0,Indre By,55.68394305588454,12.586015481255279
4287,600.0,Nørrebro,55.698177838146435,12.55167253241919
4288,1000.0,Nørrebro,55.69150798295865,12.56079706369304
4290,400.0,Nørrebro,55.69018205107496,12.563960765004358
4291,600.0,Nørrebro,55.69864507498155,12.549467412885475
4293,1000.0,Indre By,55.690373897653025,12.576277899109511
4295,600.0,Nørrebro,55.68831823028884,12.552923141990762
4296,400.0,Nørrebro,55.69630238474989,12.550525678608473
4297,400.0,Nørrebro,55.704869162524034,12.546769957337524
4298,600.0,Nørrebro,55.69024625238408,12.564827021270428
4300,600.0,,55.69739733138376,12.550793215257395
4302,800.0,Nørrebro,55.690709822679814,12.558432699208474
4305,400.0,Nørrebro,55.698176491229496,12.55495978016164
4306,800.0,Nørrebro,55.68702663688357,12.559694383069342
4307,1000.0,Nørrebro,55.69689998931828,12.555556412476662
4309,400.0,,55.68623978133296,12.549648989385016
4310,800.0,Nørrebro,55.70008253949121,12.547144529701994
4311,600.0,Nørrebro,55.70096302154988,12.552380587748672
4313,600.0,Valby,55.660955760447855,12.519154819328842
4314,1000.0,Valby,55.66606787903677,12.517934817426214
4315,600.0,Valby,55.67449295515432,12.487028132853188
4317,600.0,Valby,55.6592962121256,12.490340461669453
4318,400.0,Valby,55.66783037022893,12.509389759376118
4321,800.0,,55.665411447993186,12.520170725523872
4323,400.0,,55.653390505413974,12.550273766561926
4324,600.0,Vesterbro,55.66754046187525,12.548195779583619
4325,800.0,Vesterbro,55.66661870419611,12.548525161013654
4326,800.0,Vesterbro,55.671221426594926,12.548107967264887
4328,400.0,Vesterbro,55.67053632433176,12.55055862494079
4329,800.0,Vesterbro,55.67069092668295,12.545111134731052
4333,800.0,Amager Vest,55.65339062122234,12.608287487438448
4335,400.0,Amager Vest,55.66080587253818,12.602401487152195
4336,600.0,Amager Vest,55.66331534231469,12.595729331617838
4337,400.0,Amager Vest,55.66155801759772,12.603133153652234
4338,600.0,,55.664366340548774,12.595965783052172
4339,600.0,Islands Brygge,55.665045261021746,12.582709691201725
4340,600.0,Amager Øst,55.65614445645478,12.611452883869035
4341,200.0,,55.65728750829572,12.611204229243405
4342,800.0,Amager Øst,55.65933845339007,12.623933534860528
4343,400.0,Amager Øst,55.656722192834565,12.613214114272505
4349,600.0,Islands Brygge,55.663725727920884,12.576495428881115
4351,400.0,Islands Brygge,55.66579121717529,12.577908054922394
4353,1000.0,,55.666628892847605,12.57704481413115
4354,600.0,Amager Vest,55.662620503379706,12.594076616891314
4356,800.0,Amager Vest,55.63545430259795,12.585086366363445
4359,800.0,Vesterbro,55.66644402761915,12.54825477218516
4360,800.0,Vesterbro,55.6690690318719,12.554167467906158
4361,800.0,Vesterbro,55.67095964121121,12.550630268787376
4362,400.0,Vesterbro,55.667718451857404,12.553483357628176
4363,600.0,Vesterbro,55.67348168430055,12.552173109308633
4364,800.0,Vesterbro,55.672021884876244,12.562307525654186
4365,800.0,Vesterbro,55.66907350384267,12.54157984401736
4369,600.0,,55.63180878397434,12.578093885927265
4373,400.0,,55.66868943997035,12.578184901846333
4374,1000.0,Islands Brygge,55.65947033860057,12.569886298886127
4376,400.0,Amager Vest,55.66003219437622,12.604807710009242
4377,1000.0,Amager Øst,55.65635475312783,12.628080203674998
4378,800.0,,55.66355991485129,12.614351102661615
4380,400.0,Amagerbro,55.66734823582996,12.612792994661412
4381,800.0,Amager Øst,55.649839218513,12.625932110929172
4382,600.0,Amagerbro,55.666390400038594,12.612917965918285
4383,800.0,Amagerbro,55.66510922088586,12.602814968509671
4384,600.0,Amagerbro,55.66569046506979,12.617032553162947
4391,600.0,Amagerbro,55.667063960089905,12.616729106056646
4392,600.0,,55.658888953426505,12.617990459207931
4393,400.0,Amager Øst,55.661311553849146,12.622121052782473
4395,200.0,,55.668510543081425,12.52005071888182
4397,600.0,Frederiksberg,55.68866197981883,12.52814203927571
4401,600.0,Frederiksberg,55.67195819071268,12.540691630487062
4404,600.0,Frederiksberg,55.687004260705955,12.532280267185929
4405,800.0,Frederiksberg,55.68270384223993,12.508667329619314
4406,800.0,Frederiksberg,55.67896126440648,12.53092251624432
4407,800.0,Frederiksberg,55.67461901596214,12.514418736353367
4409,800.0,Frederiksberg,55.679292881662704,12.531978382038382
4413,600.0,Østerbro,55.70474974559211,12.58583993106541
4414,400.0,Østerbro,55.707274260362816,12.582236055621063
4415,1000.0,Østerbro,55.707193606138105,12.582671161651293
4416,600.0,,55.71441974167485,12.56052652431142
4419,400.0,,55.72857820680678,12.572927783673274
4423,600.0,,55.689080502974264,12.571794656107302
4427,1000.0,Christianshavn,55.67072123966462,12.590956184555012
4428,600.0,Østerbro,55.70615702370759,12.587656136506945
4430,800.0,,55.682020069184645,12.583327211751847
4431,400.0,Nørrebro,55.6961146165371,12.544093007597215
4432,600.0,Nørrebro,55.692566585892436,12.555153231674065
4433,400.0,Nørrebro,55.693100320261905,12.546202215544085
4435,400.0,Nørrebro,55.694684863132544,12.550762420128656
4436,400.0,,55.688341072175156,12.559311961464436
4437,600.0,Nørrebro,55.69272337587428,12.555851275940483
4438,400.0,Nørrebro,55.69457714812246,12.555407810422896
4439,600.0,Nørrebro,55.69814885862961,12.54536661324364
4440,1000.0,Nørrebro,55.688046302448996,12.560848718629373
4442,400.0,,55.699476797624605,12.54813125296906
4443,400.0,Nørrebro,55.69199768068375,12.557021915233927
4444,600.0,,55.697050243094274,12.560067672302386
4445,600.0,,55.70055149576104,12.546996053350075
4446,400.0,,55.69504813939808,12.540887755087294
4447,800.0,Nørrebro,55.69751073942243,12.54357189000211
4449,400.0,,55.68889223365387,12.554909353533695
4452,600.0,Nørrebro,55.69550598504885,12.540120019063089
4453,400.0,Nørrebro,55.697239783844225,12.549185516007169
4454,800.0,Nørrebro,55.699144549753406,12.548431874556115
4456,800.0,,55.669498874066065,12.547256338474273
4458,200.0,Vesterbro,55.67045187849337,12.557728505653177
4460,600.0,Vesterbro,55.668956266306836,12.545482807450078
4461,200.0,Vesterbro,55.66495088695874,12.542910932663613
4463,400.0,Vesterbro,55.6662849449876,12.538668942475518
4465,400.0,Vesterbro,55.65070591572894,12.536331908583538
4466,600.0,,55.6688915011125,12.54851796999086
4467,400.0,,55.6556315064225,12.598005153388447
4468,400.0,Amager Vest,55.63468943093554,12.58734728411862
4470,400.0,Amager Vest,55.634879829393384,12.59109361457584
4471,1000.0,Amager Vest,55.65076868632187,12.608452807789275
4472,1000.0,Islands Brygge,55.659770734322365,12.57098958150009
4473,800.0,,55.616597314206345,12.570264111521286
4474,600.0,Islands Brygge,55.6638158328954,12.582487753125381
4477,600.0,Islands Brygge,55.66052743808967,12.571461507087516
4480,600.0,Amager Vest,55.66234643893678,12.59503771026788
4487,400.0,Østerbro,55.701770743608684,12.589452727089519
4488,600.0,,55.70413535182642,12.577425139488128
4489,600.0,,55.70960334227297,12.57980954777572
4490,600.0,Østerbro,55.7065475807899,12.581324970038116
4491,800.0,Østerbro,55.70243012487607,12.582715701690415
4492,600.0,Østerbro,55.70476133891524,12.589443598231535
4493,400.0,Østerbro,55.7075447991012,12.577090732230733
4498,800.0,Indre By,55.69633390885612,12.588326835443507
4500,1000.0,,55.68148240072243,12.57578646259334
4502,600.0,Indre By,55.67678541546708,12.572421230387912
4503,800.0,,55.68993808283193,12.572063290458956
4506,600.0,Indre By,55.686218610350075,12.567435914434965
4508,600.0,Indre By,55.68615833694482,12.587014455307989
4512,400.0,Indre By,55.68797717743056,12.572069706214089
4514,200.0,Indre By,55.69796121662361,12.58829500951087
4516,600.0,Christianshavn,55.67661914444215,12.597829632412605
4517,800.0,,55.68270460214777,12.564156588617037
4518,800.0,Indre By,55.68048056611997,12.566870088296671
4519,800.0,Indre By,55.6854416576468,12.570449828839756
4522,600.0,Nørrebro,55.689426145011524,12.55746303005699
4524,600.0,Nørrebro,55.69608071368194,12.54057920414214
4525,1000.0,Nørrebro,55.687332027934815,12.561722208984886
4526,400.0,Nørrebro,55.68972233873024,12.559761825957134
4527,600.0,Nørrebro,55.689498684348614,12.542192755099066
4528,800.0,Nørrebro,55.69943954174345,12.54006623311897
4529,800.0,Nørrebro,55.6920277478316,12.5455546765028
4531,400.0,Nørrebro,55.68739896727935,12.543001967904255
4532,600.0,,55.69980337470171,12.549383059592163
4534,800.0,Nørrebro,55.69230907259,12.544235272609189
4535,400.0,Nørrebro,55.69370415831892,12.544963346285096
4537,400.0,Nørrebro,55.69824374623063,12.537617547344473
4538,600.0,Nørrebro,55.687373625307714,12.553848716683135
4539,400.0,,55.69766949603857,12.537429949254618
4541,400.0,Nørrebro,55.6909681419401,12.544486663643838
4543,400.0,Nørrebro,55.69784425119478,12.547230627484241
4544,200.0,,55.70475596156952,12.550228596144139
4548,400.0,Nørrebro,55.69219172224947,12.544426372400572
4550,600.0,Nørrebro,55.6923836081739,12.547745048470464
4551,400.0,Nørrebro,55.693086428856056,12.564715188057756
4552,600.0,Nørrebro,55.68606127112735,12.556090098983118
4553,400.0,Nørrebro,55.69146891411285,12.563936444390038
4554,1000.0,,55.68620305875664,12.553023153602688
4558,400.0,Vesterbro,55.6702050066199,12.555517334550444
4560,600.0,Vesterbro,55.669034408749255,12.544617255830437
4561,400.0,Vesterbro,55.665099088984135,12.547972012252286
4563,1000.0,Vesterbro,55.66365627314187,12.549730616679225
4564,800.0,Vesterbro,55.66585404830077,12.549863353486748
4565,600.0,Vesterbro,55.67255276251886,12.561588667455492
4566,600.0,Vesterbro,55.6634608280295,12.546805883419704
4567,200.0,Teglholmen,55.651751599342795,12.548515340447222
4568,800.0,Vesterbro,55.67092090293453,12.55230043857691
4569,400.0,Vesterbro,55.67194780658328,12.546530098139716
4572,400.0,Vesterbro,55.64782882841669,12.52252999033026
4574,600.0,Vesterbro,55.66517583650731,12.555631160099411
4577,400.0,Vesterbro,55.65556911892843,12.536516484593804
4578,400.0,Teglholmen,55.650282376996486,12.550257230071873
4580,1000.0,Vesterbro,55.667141583159115,12.545698795080847
4583,600.0,Vesterbro,55.66720592805206,12.556979134366465
4586,400.0,Frederiksberg,55.691976584974746,12.530603405353274
4587,400.0,Frederiksberg,55.68181269379711,12.546279535019448
4588,600.0,,55.682383288545616,12.537532926901159
4589,200.0,Østerbro,55.7104235314149,12.562131341038056
4592,800.0,Østerbro,55.70931296412054,12.584973560278506
4593,600.0,Østerbro,55.710039249505385,12.585914269456625
4595,400.0,Østerbro,55.69922331899855,12.588071579127345
4597,1000.0,,55.705038796126004,12.591891123584967
4598,1000.0,Indre By,55.67533269931384,12.575425900469536
4608,400.0,Indre By,55.693573470616386,12.579376179537293
4609,600.0,,55.67156847844795,12.595946456684375
4611,1000.0,Indre By,55.68820074949915,12.581576077355235
4612,600.0,,55.67530279483481,12.569487142136753
4614,400.0,Indre By,55.69166286881219,12.570930174072268
4618,800.0,Indre By,55.67790690341522,12.572819077719455
4619,1000.0,,55.68443984889907,12.571280559797184
4621,800.0,,55.686105604672186,12.580949781885483
4623,800.0,Indre By,55.68711204269132,12.58553108749549
4625,600.0,,55.691294770697574,12.577927023418903
4626,600.0,,55.680080752436,12.57776722380124
4630,600.0,Indre By,55.68251087625738,12.572118441261914
4631,800.0,,55.685793098099744,12.588073895218393
4632,600.0,Indre By,55.68010325383833,12.591650083761795
4634,600.0,Nørrebro,55.70102272064082,12.544529187765319
4635,600.0,Nørrebro,55.693306653630295,12.540099727220015
4636,600.0,Nørrebro,55.70171792285714,12.547767892169066
4637,800.0,Nørrebro,55.687613725430644,12.56080896047416
4638,600.0,Nørrebro,55.690274415246364,12.558842695810508
4640,400.0,Nørrebro,55.69527766726672,12.539745161107694
4641,400.0,Nørrebro,55.69933284323622,12.548035407774027
4642,400.0,Nørrebro,55.69286541034485,12.558451524179521
4643,200.0,Nørrebro,55.69833127681406,12.54721414862524
4644,800.0,,55.68597045602523,12.56001003625801
4645,1000.0,Nørrebro,55.703004037403424,12.550137024248777
4646,600.0,Nørrebro,55.691707943637326,12.55709970461354
4647,600.0,Nørrebro,55.700790833362134,12.547765930657587
4650,400.0,Nørrebro,55.68590152961927,12.549098470934933
4652,600.0,Nørrebro,55.7009698488579,12.54788333692566
4653,800.0,Nørrebro,55.68945706874567,12.560703738293206
4654,800.0,Nørrebro,55.68793480233162,12.541825786502823
4655,600.0,Nørrebro,55.69511806253828,12.547488675031447
4656,600.0,Nørrebro,55.69014460232131,12.544480165335806
4657,600.0,Nørrebro,55.684371919753936,12.556562457737488
4658,400.0,Nørrebro,55.70342733759686,12.543510573227186
4659,600.0,Nørrebro,55.69785702942852,12.549124893316344
4661,200.0,Nørrebro,55.69289667943614,12.550244474577214
4662,400.0,Nørrebro,55.696564271625356,12.539151353950672
4663,400.0,Nørrebro,55.69809398345809,12.545420451665752
4664,400.0,Nørrebro,55.69195178929535,12.555457851695714
4666,400.0,Nørrebro,55.70440516607064,12.55491211470318
4668,400.0,Nørrebro,55.693738595562344,12.54335975967644
4671,600.0,Nørrebro,55.686918556945706,12.548113673211484
4672,600.0,Nørrebro,55.692416942301406,12.549857328355602
4673,600.0,,55.69306326373605,12.561083465660264
4675,600.0,Nørrebro,55.70176947172097,12.550326103380964
4677,400.0,,55.696132468747464,12.546417504155082
4678,400.0,Nørrebro,55.693546724949684,12.554388905173754
4680,400.0,,55.659160823982745,12.512686421296712
4681,800.0,Vesterbro,55.667172566665386,12.548459198545524
4683,400.0,Teglholmen,55.64975672348196,12.549070604382651
4684,1000.0,Vesterbro,55.667078552233704,12.549081277511265
4685,600.0,,55.66841451545165,12.510275603706866
4686,200.0,Valby,55.667451479409635,12.503768599294355
4687,800.0,Valby,55.65776897168213,12.512598281557793
4688,1000.0,Valby,55.66418065723296,12.497583880785893
4689,400.0,Valby,55.66266220898464,12.510393010902398
4690,400.0,,55.668373173645676,12.511115089784493
4691,400.0,,55.65428633462037,12.483315589299636
4694,400.0,,55.665591859216825,12.518971619240071
4695,800.0,Valby,55.66183425598332,12.504926101636732
4696,600.0,Valby,55.6630405620236,12.499869913466153
4698,400.0,,55.638752212903526,12.502963459901135
4700,400.0,Valby,55.66760357791457,12.497862892026731
4706,400.0,,55.64674385872429,12.613680615621224
4707,400.0,,55.65512502038062,12.575531670487097
4708,400.0,,55.66312137671552,12.596625585134491
4713,800.0,,55.665263057895615,12.585674359023272
4714,600.0,Islands Brygge,55.665175568726724,12.576327353089356
4718,800.0,,55.660866250799856,12.597796389595887
4719,600.0,Amager Vest,55.66418613489664,12.600333481564414
4720,200.0,Frederiksberg,55.694031391847666,12.532142149711824
4723,600.0,,55.67757421436146,12.538176023786605
4725,600.0,Frederiksberg,55.69018988082347,12.515983573839867
4726,400.0,Frederiksberg,55.68282050685289,12.531533407407727
4727,800.0,Frederiksberg,55.69243686011137,12.531268632874975
4729,1000.0,,55.70883975392536,12.582227193619225
4730,600.0,Østerbro,55.70040269114611,12.595314187165494
4732,400.0,,55.71376472283629,12.570197996197528
4733,800.0,Østerbro,55.698475674065065,12.577292066406596
4737,200.0,Østerbro,55.708139626795614,12.588074611576186
4739,1000.0,,55.684308079654436,12.615247896540167
4740,400.0,Indre By,55.682694491151544,12.572094701526446
4743,600.0,,55.67448653355241,12.599850175552987
4744,800.0,Indre By,55.6807925336233,12.563601901808509
4745,800.0,,55.68899593543066,12.585103366620247
4746,1000.0,Indre By,55.684707920030824,12.594632356046851
4747,800.0,Nørrebro,55.69486823032357,12.544410764193342
4748,800.0,Nørrebro,55.699704186354396,12.546054697872849
4749,600.0,,55.68744076581196,12.561065078238473
4750,800.0,Nørrebro,55.69292461474343,12.544545403218144
4751,400.0,Nørrebro,55.70478714315034,12.547934177828669
4752,800.0,Nørrebro,55.691150967981045,12.557850493778968
4753,400.0,Nørrebro,55.688987042002104,12.556910773515177
4754,400.0,Nørrebro,55.69265646264154,12.545628924870579
4755,400.0,,55.70017083216674,12.553325244921627
4757,400.0,Nørrebro,55.70235389219629,12.544875727384856
4758,600.0,,55.69733762058652,12.541215981836318
4760,400.0,Nørrebro,55.70534583816275,12.550545834448988
4761,400.0,Nørrebro,55.68952691883876,12.55908340486765
4762,400.0,,55.68390118640936,12.557886587158869
4765,600.0,,55.647927020532684,12.533377073120967
4766,800.0,Vesterbro,55.670337252072194,12.550011711184249
4767,1000.0,,55.66929554811541,12.547168419615153
4768,800.0,Vesterbro,55.66830576332822,12.55285047786234
4769,800.0,Vesterbro,55.672189238574994,12.560178852801943
4771,800.0,Vesterbro,55.66924460399848,12.544416662116385
4772,600.0,,55.656322207844106,12.550546959184205
4774,800.0,,55.64705336211443,12.531067891631999
4775,400.0,Vesterbro,55.6507035777441,12.526767659123228
4777,800.0,Vesterbro,55.66993079109797,12.549872346572485
4778,1000.0,,55.64556272102957,12.549497217048188
4779,400.0,Vesterbro,55.66649190230322,12.545283251324378
4781,600.0,Vesterbro,55.669587895540154,12.544926022939196
4783,800.0,,55.66312321524274,12.621063805473499
4784,600.0,Amager Øst,55.65268440440533,12.622050355435148
4785,400.0,Amagerbro,55.66402875033312,12.614251375195654
4786,600.0,,55.66039915044425,12.61704281343544
4787,400.0,,55.66968307418888,12.602591661490932
4790,400.0,,55.66575549579804,12.603230356655194
4793,200.0,,55.665627811970005,12.617402335429144
4794,400.0,Amagerbro,55.6644371397276,12.609531040398727
4795,400.0,Amager Øst,55.653303624794425,12.612934998818153
4796,400.0,Amagerbro,55.66552485275557,12.616663583685131
4797,600.0,Amagerbro,55.66316001874503,12.607797011768472
4798,200.0,,55.681436116232604,12.615879024486079
4800,600.0,,55.67076840674902,12.542812448932922
4801,800.0,Vesterbro,55.66423006618898,12.54895215209636
4802,600.0,Vesterbro,55.6628027425311,12.549789811965905
4803,400.0,,55.64465824788382,12.551677423847995
4805,800.0,Vesterbro,55.66988132206188,12.55366458622339
